_source_id,managed_objects,alarm_type,probable_cause,perceived_severity,state,created_at,updated_at,closed_at,additional_information
ag3wexfo,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T07:55:28.000Z,2025-04-02T07:56:06.000Z,,
ie4ja8jz,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T07:55:30.000Z,,,
zeg855ct,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T07:55:36.000Z,2025-04-02T07:55:46.000Z,,
t24z4mcp,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T07:55:40.000Z,,,
josyypc4,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T07:55:41.000Z,,,
tlgiylf8,vdu_mgw.vnfc_mgw3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:06:48.000Z,2025-04-02T08:06:56.000Z,2025-04-02T08:34:54.000Z,
5u1bja9h,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:06:54.000Z,,,
nnrxthwk,vdu_csdia.vnfc_csdia3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-02T08:06:55.000Z,2025-04-02T08:07:19.000Z,2025-04-02T08:35:00.000Z,
dkkk7i0g,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-02T08:07:00.000Z,2025-04-02T08:07:16.000Z,2025-04-02T08:20:13.000Z,
71sjg5x3,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:07:09.000Z,,,
3olceekh,vdu_cssipe.vnfc_cssipe1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:07:16.000Z,,,
y8515d4m,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:07:25.000Z,,,
o458bv45,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:07:34.000Z,2025-04-02T08:07:44.000Z,2025-04-02T08:32:39.000Z,
ah2ay82k,vdu_mtlg.tr_MMTelMobileRegistrationRegisterTotal_increase_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:07:41.000Z,,,
xd8wg118,vdu_cssips.vnfc_cssips9,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:07:50.000Z,,,
m1ubh73h,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:07:53.000Z,,,
g0z8ey95,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:08:00.000Z,2025-04-02T08:08:10.000Z,,
uveojrbl,vdu_cslg.tr_scscfTotalInitialRegisterRequest_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:08:07.000Z,,,
pdeheyrk,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:08:07.000Z,2025-04-02T08:08:45.000Z,,
h3ewsqud,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:08:16.000Z,,,
ufhcgx65,vdu_csdip.vnfc_csdip1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:08:18.000Z,,,
sorckvvk,vdu_sblg.vnfc_sblg1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACKNOWLEDGED,2025-04-02T08:08:27.000Z,2025-04-02T08:09:20.000Z,,
7ar4i8ih,vdu_sbsipc.vnfc_sbsipc2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:08:33.000Z,2025-04-02T08:09:02.000Z,2025-04-02T08:36:09.000Z,
v3h06snh,vdu_mtsip.vnfc_mtsip1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-02T08:08:41.000Z,2025-04-02T08:08:55.000Z,,
nik2gzpz,vdu_cssips.vnfc_cssips9,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:08:42.000Z,2025-04-02T08:08:52.000Z,2025-04-02T08:55:29.000Z,
bowxfqa5,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:08:42.000Z,2025-04-02T08:09:07.000Z,2025-04-02T08:47:37.000Z,
6kg74kmv,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:08:49.000Z,,,
o4h9vyh2,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACKNOWLEDGED,2025-04-02T08:08:57.000Z,2025-04-02T08:09:15.000Z,,
62e488c6,vdu_csdns.vnfc_csdns1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:08:59.000Z,2025-04-02T08:09:19.000Z,2025-04-02T08:22:36.000Z,
8ae2pifk,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:09:00.000Z,,,
vymgfk9x,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACKNOWLEDGED,2025-04-02T08:09:06.000Z,2025-04-02T08:09:36.000Z,,
pk4nyfa9,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:09:07.000Z,,,
mfmhlvsy,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:09:12.000Z,,,
ooob4ql0,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:09:14.000Z,,,
mq0o599l,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:09:14.000Z,2025-04-02T08:09:24.000Z,,
8afno2ro,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:09:21.000Z,2025-04-02T08:09:34.000Z,2025-04-02T08:51:14.000Z,
hhhnxsgo,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:09:25.000Z,,,
4fv9bro7,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:09:33.000Z,,,
pksb64su,vdu_sblg.sbc_register_error_from_core_network_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:09:35.000Z,,,
0givbf80,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:09:40.000Z,,,
t9u6yjqm,vdu_sbdb.vnfc_sbdb3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:09:46.000Z,,,
3u1y90b6,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-02T08:09:54.000Z,,,
o4sq5ihv,vdu_cslg.vnfc_cslg6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-02T08:10:01.000Z,2025-04-02T08:10:08.000Z,,
giefhb7n,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-02T08:10:09.000Z,,,
5u8wbtd8,vdu_mtdb.vnfc_mtdb1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:10:14.000Z,,,
vf14biw4,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-02T08:10:15.000Z,2025-04-02T08:10:44.000Z,2025-04-02T08:55:01.000Z,
3eldv59v,vdu_cslg.tr_scscfOriginatingInviteToAs_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:10:20.000Z,,,
fs57zpdr,vdu_sbdb.vnfc_sbdb3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:10:27.000Z,,,
fmqml2l8,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:18:03.000Z,,,
cnmb9vrm,vdu_mtlg.tr_MMTelMobileTermSessionInviteTotal_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-02T08:18:07.000Z,2025-04-02T08:18:16.000Z,,
dltpqbga,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:18:16.000Z,,,
4nun1yiz,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:18:22.000Z,2025-04-02T08:18:45.000Z,,
irfh0xf3,vdu_csdb.vnfc_csdb1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:18:26.000Z,,,
forv04p4,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:18:35.000Z,,,
fyg1tjb5,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:18:39.000Z,,,
ps73ilob,vdu_csdip.vnfc_csdip1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:18:42.000Z,,,
t5zt6qv8,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:18:49.000Z,,,
128zrr9f,vdu_cslg.vnfc_cslg5,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:18:56.000Z,,,
5qype31u,vdu_cssipe.vnfc_cssipe2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:19:02.000Z,2025-04-02T08:19:27.000Z,2025-04-02T09:17:28.000Z,
dwdv5axi,vdu_scsip.vnfc_scsip1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:19:07.000Z,2025-04-02T08:19:38.000Z,,
wt4xbupd,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:19:07.000Z,,,
dpm1hwco,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:19:09.000Z,,,
prtutxl3,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:19:13.000Z,2025-04-02T08:19:30.000Z,2025-04-02T08:27:45.000Z,
4n3zoo5t,vdu_mgw.vnfc_mgw2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:19:13.000Z,2025-04-02T08:19:20.000Z,2025-04-02T09:10:06.000Z,
gl30vxcu,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:19:18.000Z,,,
jkdt2q8i,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:19:18.000Z,,,
2lpsxvh0,vdu_cssips.vnfc_cssips7,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:19:18.000Z,,,
a3vwrv5n,vdu_mgw.vnfc_mgw6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACTIVE,2025-04-02T08:19:21.000Z,,,
e555ts0w,vdu_sbdia.vnfc_sbdia2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-02T08:27:48.000Z,2025-04-02T08:28:11.000Z,2025-04-02T08:44:08.000Z,
w5js32o4,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:27:55.000Z,,,
2mvfy682,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:27:56.000Z,,,
nfbidsmh,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:27:59.000Z,2025-04-02T08:28:34.000Z,,
0f3u6uaq,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:28:02.000Z,,,
un96smsx,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:03.000Z,,,
qnnvdg2t,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:07.000Z,,,
fsym1wx0,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:12.000Z,,,
x34h2zni,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:28:20.000Z,2025-04-02T08:29:19.000Z,,
0yimmpk3,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:28.000Z,,,
7t6iciej,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:28:37.000Z,,,
jyxsvb8a,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:28:41.000Z,2025-04-02T08:29:02.000Z,2025-04-02T08:58:31.000Z,
uh52y849,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:28:41.000Z,2025-04-02T08:29:04.000Z,2025-04-02T08:54:59.000Z,
w7dn0063,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:46.000Z,,,
kj6kz0z9,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:28:51.000Z,,,
5mhb5oht,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_DNSGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:28:52.000Z,,,
tibszt0c,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:28:52.000Z,,,
2lv0csz8,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:29:01.000Z,,,
hrtgy7n1,vdu_mtlg.tr_MMTelRegisterUsers_decrease_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:29:03.000Z,2025-04-02T08:29:22.000Z,,
zgf0yflq,vdu_cssipe.vnfc_cssipe1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:36:48.000Z,,,
ijch0qtq,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:36:52.000Z,,,
jkeb75pw,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:37:01.000Z,,,
j65vouqw,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:37:01.000Z,2025-04-02T08:37:22.000Z,,
d1uvi5z2,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,ACKNOWLEDGED,2025-04-02T08:37:01.000Z,2025-04-02T08:37:35.000Z,,
tk95lof1,vdu_sbsipc.vnfc_sbsipc3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:37:06.000Z,,,
z4ktfrei,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:37:14.000Z,2025-04-02T08:37:19.000Z,2025-04-02T09:10:52.000Z,
exehk7g9,vdu_sbsipc.vnfc_sbsipc3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-02T08:37:19.000Z,2025-04-02T08:37:26.000Z,,
x4j0q482,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,CLEARED,2025-04-02T08:37:20.000Z,2025-04-02T08:37:40.000Z,2025-04-02T09:10:57.000Z,
hen6c34z,vdu_sbsipc.vnfc_sbsipc1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:37:27.000Z,,,
ze4ep571,vdu_csdns.vnfc_csdns3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,CLEARED,2025-04-02T08:37:34.000Z,2025-04-02T08:37:48.000Z,2025-04-02T08:41:27.000Z,
gkro3i3g,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:37:41.000Z,,,
whho77su,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_DNS_SERVER_DOWN,MAJOR,ACTIVE,2025-04-02T08:37:43.000Z,,,
rxyxw1q8,vdu_mtsip.vnfc_mtsip3,QUALITY_OF_SERVICE_ALARM,THRESHOLD_CROSSING,MINOR,ACTIVE,2025-04-02T08:37:43.000Z,,,
iunidi40,vdu_cslg.vnfc_cslg2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:37:45.000Z,,,
mc2xxh1b,vdu_csdia.vnfc_csdia3,QUALITY_OF_SERVICE_ALARM,THRESHOLD_CROSSING,CRITICAL,ACTIVE,2025-04-02T08:37:49.000Z,,,
xpnbkl47,vdu_sblg.vnfc_sblg5,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:37:51.000Z,,,
mzis7gv8,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACKNOWLEDGED,2025-04-02T08:37:53.000Z,2025-04-02T08:38:35.000Z,,
cgozcd7f,vdu_csdip.vnfc_csdip2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:37:54.000Z,,,
2y7mq7p2,vdu_mtdia.vnfc_mtdia3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,CLEARED,2025-04-02T08:38:03.000Z,2025-04-02T08:38:10.000Z,2025-04-02T09:15:21.000Z,
ye5pzgb5,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:38:06.000Z,2025-04-02T08:38:12.000Z,,
awax35m1,vdu_cslg.tr_scsfTotalInitialRegisterRequest_increase_rate,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:38:15.000Z,,,
ugkgjiwu,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:38:19.000Z,2025-04-02T08:38:37.000Z,2025-04-02T08:59:37.000Z,
g32d0e50,vdu_csdia.vnfc_csdia3,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-02T08:38:21.000Z,,,
g624luhj,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:38:25.000Z,,,
5oqo3zmb,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACKNOWLEDGED,2025-04-02T08:38:31.000Z,2025-04-02T08:38:40.000Z,,
8fzhkdyi,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-02T08:38:34.000Z,2025-04-02T08:39:18.000Z,,
ewufl10o,vdu_sbdb.vnfc_sbdb1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:38:35.000Z,,,
32t34nw1,vdu_cssips.vnfc_cssips6,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:38:39.000Z,,,
1j6w59vr,vdu_mgw.tr_mgw_H248_fail_ratio,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACKNOWLEDGED,2025-04-02T08:47:54.000Z,2025-04-02T08:48:34.000Z,,
9dje3qf7,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:47:59.000Z,,,
h9gtapog,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,ACTIVE,2025-04-02T08:48:07.000Z,,,
yo5wl8yq,vdu_mtdia.vnfc_mtdia1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,WARNING,CLEARED,2025-04-02T08:48:08.000Z,2025-04-02T08:48:35.000Z,2025-04-02T09:27:23.000Z,
p44u73xv,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MAJOR,ACTIVE,2025-04-02T08:48:17.000Z,,,
55kwf26c,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,INDETERMINATE,ACTIVE,2025-04-02T08:48:17.000Z,,,
s6le2gyg,vdu_udia.vnfc_udia1,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,CRITICAL,CLEARED,2025-04-02T08:48:20.000Z,2025-04-02T08:48:39.000Z,2025-04-02T09:46:10.000Z,
e510mzc9,vdu_sbdb.vnfc_sbdb2,COMMUNICATIONS_ALARM,LINK_TO_PEER_SIPGW_DOWN,MINOR,ACTIVE,2025-04-02T08:48:22.000Z,,,
